7.816428318619800513e-04,7.399999999999999911e-01,-3.018200302899799498e-04
8.445655163376399044e-02,7.399999999999999911e-01,3.121560662988999812e+00
-1.377290695903399809e-01,7.399999999999999911e-01,6.566955316070200332e+00
-3.703408055011599420e-01,7.399999999999999911e-01,9.712352132835999186e+00
-2.455677956343199908e-01,7.399999999999999911e-01,1.311811947825799862e+01
-1.513100206854799956e-01,7.399999999999999911e-01,1.618901655676199880e+01
-3.432533584532999615e-01,7.399999999999999911e-01,1.944044313427199810e+01
-6.792584255340800015e-01,7.399999999999999911e-01,2.260678939818999922e+01
-8.939430996816000174e-01,7.399999999999999911e-01,2.604148173335200056e+01
-1.021111521122999966e+00,7.399999999999999911e-01,2.924509606364399517e+01
-8.759418070311999482e-01,7.399999999999999911e-01,3.233757462499799828e+01
-3.484714657069399868e-01,7.399999999999999911e-01,3.589086618422999919e+01
-6.322861053046199831e-02,7.399999999999999911e-01,3.931207714081600102e+01
-2.083491150286399807e-01,7.399999999999999911e-01,4.280575742723799948e+01
-2.324383970353000040e-01,7.399999999999999911e-01,4.624921932223599441e+01
-3.503454670309599783e-01,7.399999999999999911e-01,4.932616405489999778e+01
-1.687220796944599865e-01,7.399999999999999911e-01,5.271878833774800199e+01
8.261252298949599560e-01,7.399999999999999911e-01,5.575513925555399908e+01
2.945006120206199896e+00,7.399999999999999911e-01,5.794414196015999607e+01
6.050937867160399719e+00,7.399999999999999911e-01,5.999423418042599110e+01
9.068641424195998724e+00,7.399999999999999911e-01,6.155471143719199745e+01
1.259041628839999838e+01,7.399999999999999911e-01,6.141881504060399521e+01
1.572373778820799828e+01,7.399999999999999911e-01,6.058497076033999207e+01
1.826548409458199629e+01,7.399999999999999911e-01,5.883377761838200115e+01
2.001018362043599907e+01,7.399999999999999911e-01,5.636808986663599796e+01
2.100429534915199881e+01,7.399999999999999911e-01,5.333677062986399875e+01
2.082941675181999841e+01,7.399999999999999911e-01,4.981317911146399524e+01
2.083035378459999620e+01,7.399999999999999911e-01,4.656282386777399296e+01
2.065459966659000202e+01,7.399999999999999911e-01,4.329899749756799565e+01
2.035704770088199922e+01,7.399999999999999911e-01,4.007784814834199949e+01
1.891765885356199917e+01,7.399999999999999911e-01,3.691852655413999429e+01
1.777770013807599980e+01,7.399999999999999911e-01,3.365375289917999879e+01
1.737844014164799589e+01,7.399999999999999911e-01,3.056156139369999636e+01
1.722075209618400038e+01,7.399999999999999911e-01,2.740718536374399861e+01
1.727151179310799733e+01,7.399999999999999911e-01,2.380282654759399819e+01
1.800997147559199973e+01,7.399999999999999911e-01,2.047275176049399903e+01
1.887079901695599915e+01,7.399999999999999911e-01,1.747604942320399957e+01
1.982538313869000035e+01,7.399999999999999911e-01,1.448075160979199794e+01
2.073370203968600123e+01,7.399999999999999911e-01,1.139740860458000071e+01
2.181036901475200196e+01,7.399999999999999911e-01,8.102808296681200062e+00
2.297281856539199651e+01,7.399999999999999911e-01,4.859298825266400002e+00
2.332774686815999843e+01,7.399999999999999911e-01,1.396820881959599969e+00
2.242990140913799735e+01,7.399999999999999911e-01,-1.800987997649399874e+00
2.042963595392599885e+01,7.399999999999999911e-01,-4.578684186937599598e+00
1.833034234048200162e+01,7.399999999999999911e-01,-6.880214369293199184e+00
