-1.162250293421600040e-03,7.399999999999999911e-01,-4.048911330754599580e-03
-2.103406138715799845e-01,7.399999999999999911e-01,2.989300394062199828e+00
-7.037393338978399637e-02,7.399999999999999911e-01,6.082737517358800083e+00
5.216533411293599459e-02,7.399999999999999911e-01,9.172482895873999453e+00
-1.669781826439799832e-01,7.399999999999999911e-01,1.218993322852399963e+01
-3.455735780297000126e-01,7.399999999999999911e-01,1.525385279652999948e+01
-5.784092560407799732e-01,7.399999999999999911e-01,1.836980433462399986e+01
-9.701774761065999897e-01,7.399999999999999911e-01,2.141746115685999641e+01
-1.106541299817199953e+00,7.399999999999999911e-01,2.447580876353799795e+01
-1.138834199309000095e+00,7.399999999999999911e-01,2.753947305679799840e+01
-1.101709789037799814e+00,7.399999999999999911e-01,3.064227948190599804e+01
-1.188742595906999933e+00,7.399999999999999911e-01,3.380492682459199472e+01
-1.476307961340999952e+00,7.399999999999999911e-01,3.679573631288199920e+01
-1.694494333864799973e+00,7.399999999999999911e-01,3.985451040267599865e+01
-1.503909161689600094e+00,7.399999999999999911e-01,4.299331569669799791e+01
-7.400266364213199388e-01,7.399999999999999911e-01,4.591667318347399629e+01
2.432781238108999711e-01,7.399999999999999911e-01,4.885880823137399886e+01
2.086388269068599755e+00,7.399999999999999911e-01,5.127501163480599899e+01
4.872422409055399584e+00,7.399999999999999911e-01,5.264722118377399340e+01
7.889640533922400500e+00,7.399999999999999911e-01,5.289074716567800039e+01
1.100587041382000031e+01,7.399999999999999911e-01,5.262120161055199929e+01
1.392532188895599887e+01,7.399999999999999911e-01,5.180169372559399932e+01
1.630608003136000050e+01,7.399999999999999911e-01,4.989959115982399851e+01
1.765558652873599854e+01,7.399999999999999911e-01,4.713827266688999629e+01
1.823598294259599939e+01,7.399999999999999911e-01,4.413312883379200002e+01
1.813522834778000004e+01,7.399999999999999911e-01,4.107259140016999766e+01
1.723704457284200231e+01,7.399999999999999911e-01,3.798903207778199231e+01
1.660596637728399827e+01,7.399999999999999911e-01,3.497619514461199230e+01
1.591194398398999965e+01,7.399999999999999911e-01,3.195506229402599985e+01
1.532537074087399986e+01,7.399999999999999911e-01,2.899489397999999696e+01
1.481753797528599925e+01,7.399999999999999911e-01,2.589275188442399767e+01
1.469201045034800046e+01,7.399999999999999911e-01,2.282834739681799974e+01
1.478980631827799819e+01,7.399999999999999911e-01,1.964332404136199983e+01
1.556345393654599896e+01,7.399999999999999911e-01,1.656707541944399864e+01
1.649097688195399769e+01,7.399999999999999911e-01,1.370813944339199963e+01
1.796972622870999814e+01,7.399999999999999911e-01,1.101519153121599892e+01
1.915273103710000058e+01,7.399999999999999911e-01,8.219182837009599396e+00
1.997128958697799916e+01,7.399999999999999911e-01,5.114618706706600015e+00
1.931258225440999965e+01,7.399999999999999911e-01,2.101190873978000084e+00
1.801123247148999695e+01,7.399999999999999911e-01,-6.127217993143000418e-01
1.616168780330399812e+01,7.399999999999999911e-01,-3.189187973739999737e+00
