%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15,field.data16,field.data17,field.data18
1663498201192255973,0,0.0,0.0,-1.09866666794,0.000310735369567,-0.000251030374784,0.00122712552547,-0.00348320254125,-0.0399637967348,0.000127728446387,0.999195039272,0.00242402497679,-0.000220059635467,0.0173529107124,0.00224534026347,-0.000572999881115,0.00030798278749,-0.038245934993,10.3837709427,0.91790241003
1663498201210350990,0,0.0,0.0,-1.09866666794,0.000261941138888,-0.000239969187533,0.000951362191699,-0.0034645004198,-0.0400380045176,0.000139158917591,0.999192178249,-0.000747951678932,9.25499916775e-05,0.0140387034044,0.00237745046616,-0.00368467834778,0.000338015641319,-0.038245934993,10.4028940201,0.898779451847
1663498201230647087,0,0.0,0.0,-1.09866666794,0.000321690022247,-0.000260727887508,0.000964097445831,-0.0034579525236,-0.0400120131671,0.000161480347742,0.999193251133,0.000528186967131,-0.000221646565478,0.0124975768849,-0.00191226962488,0.00272069894709,0.00258400687017,-0.0573689006269,10.3837709427,0.91790241003
1663498201250690937,0,0.0,0.0,-1.09866666794,0.000314644741593,-0.000272200384643,0.00125096179545,-0.00345728034154,-0.0400142036378,0.000153336586663,0.999193072319,0.00108774157707,-0.000625621643849,0.0160280168056,0.000285206304397,0.00375642790459,-0.00175201997627,-0.038245934993,10.3837709427,0.91790241003
1663498201270694017,0,0.0,0.0,-1.09866666794,0.000341453531291,-0.000284221780021,0.000970562745351,-0.0034682683181,-0.0400195643306,0.00011729842663,0.999192893505,0.00214521447197,-0.000431953405496,0.0130953816697,0.000130747474032,0.0015993026318,-0.00385464332066,-0.038245934993,10.3837709427,0.937025427818
1663498201291101932,0,0.0,0.0,-1.09866666794,0.000361189246178,-0.000289282354061,0.00111857231241,-0.0034660375677,-0.0400159470737,0.000117240553664,0.999193012714,0.00324698537588,-0.000679749937262,0.0156997330487,-0.0030178357847,0.0016181654064,0.000453487009509,-0.0573689006269,10.3837709427,0.91790241003
1663498201310719966,0,0.0,0.0,-1.09866666794,0.000361189246178,-0.000289282354061,0.00111857231241,-0.0034660375677,-0.0400159470737,0.000117240553664,0.999193012714,0.00324698537588,-0.000679749937262,0.0156997330487,-0.0030178357847,0.0016181654064,0.000453487009509,-0.038245934993,10.3837709427,0.91790241003
1663498201330672025,0,0.0,0.0,-1.09866666794,0.000342889805324,-0.000229261670029,0.00142014445737,-0.0035098537337,-0.0399774424732,0.000136378541356,0.999194383621,0.000959369994234,0.00020717944426,0.0189114082605,-0.00186830933671,0.00269574089907,-0.000594101846218,-0.0573689006269,10.3837709427,0.91790241003
1663498201350752115,0,0.0,0.0,-1.09866666794,0.000342889805324,-0.000229261670029,0.00142014445737,-0.0035098537337,-0.0399774424732,0.000136378541356,0.999194383621,0.000959369994234,0.00020717944426,0.0189114082605,-0.00186830933671,0.00269574089907,-0.000594101846218,-0.038245934993,10.4028940201,0.91790241003
1663498201370758056,0,0.0,0.0,-1.09866666794,0.000347273133229,-0.000249970413279,0.000913841475267,-0.00350601552054,-0.0400059893727,0.000124993472127,0.999193310738,0.000488110934384,-0.000235054933,0.0113560985774,0.00426920922473,0.000653124472592,0.000314336328302,-0.0573689006269,10.3837709427,0.898779451847
1663498201392458915,0,0.0,0.0,-1.09866666794,0.000347273133229,-0.000249970413279,0.000913841475267,-0.00350601552054,-0.0400059893727,0.000124993472127,0.999193310738,0.000488110934384,-0.000235054933,0.0113560985774,0.00426920922473,0.000653124472592,0.000314336328302,-0.038245934993,10.4028940201,0.898779451847
1663498201410495996,0,0.0,0.0,-1.09866666794,0.000347273133229,-0.000249970413279,0.000913841475267,-0.00350601552054,-0.0400059893727,0.000124993472127,0.999193310738,0.000488110934384,-0.000235054933,0.0113560985774,0.00426920922473,0.000653124472592,0.000314336328302,-0.0573689006269,10.3837709427,0.91790241003
1663498201430497884,0,0.0,0.0,-1.09866666794,0.000442475778982,-0.000319598708302,0.0012506589992,-0.00345749314874,-0.0399851612747,0.0001253112423,0.999194264412,0.00283152936026,-0.00111574877519,0.0165863707662,0.00438024383038,-0.000416320719523,0.000507621094584,-0.038245934993,10.4028940201,0.91790241003
1663498201451119899,0,0.0,0.0,-1.09866666794,0.000442475778982,-0.000319598708302,0.0012506589992,-0.00345749314874,-0.0399851612747,0.0001253112423,0.999194264412,0.00283152936026,-0.00111574877519,0.0165863707662,0.00438024383038,-0.000416320719523,0.000507621094584,-0.038245934993,10.3837709427,0.898779451847
1663498201470833063,0,0.0,0.0,-1.09866666794,0.000385569146601,-0.000278419960523,0.00130975118373,-0.00349438609555,-0.039942573756,0.000148487772094,0.999195873737,-0.00017732231936,-0.000461759133032,0.0174452904612,0.000110941480671,0.0018520449521,-0.000636652577668,-0.038245934993,10.4028940201,0.91790241003
1663498201491216897,0,0.0,0.0,-1.09866666794,0.000385569146601,-0.000278419960523,0.00130975118373,-0.00349438609555,-0.039942573756,0.000148487772094,0.999195873737,-0.00017732231936,-0.000461759133032,0.0174452904612,0.000110941480671,0.0018520449521,-0.000636652577668,-0.0573689006269,10.3837709427,0.937025427818
1663498201510814905,0,0.0,0.0,-1.09866666794,0.000346898654243,-0.000267180759693,0.000859180931002,-0.00351992854849,-0.0400161370635,0.000157375790877,0.9991928339,0.000906152650714,-0.000244141760049,0.0104708485305,0.00324538443238,-0.000431061722338,-0.00055168569088,-0.0573689006269,10.3837709427,0.91790241003
1663498201531337976,0,0.0,0.0,-1.09866666794,0.000346898654243,-0.000267180759693,0.000859180931002,-0.00351992854849,-0.0400161370635,0.000157375790877,0.9991928339,0.000906152650714,-0.000244141760049,0.0104708485305,0.00324538443238,-0.000431061722338,-0.00055168569088,-0.0573689006269,10.4028940201,0.91790241003
1663498201550798892,0,0.0,0.0,-1.09866666794,0.000429230014561,-0.000362554332241,0.00114452757407,-0.00342600932345,-0.0399233661592,0.000174698638148,0.999196887016,0.00255517917685,-0.00198002159595,0.0162352453917,-0.00206897640601,-0.00452425330877,0.00148524716496,-0.038245934993,10.3837709427,0.91790241003
1663498201570525884,0,0.0,0.0,-1.09866666794,0.000429230014561,-0.000362554332241,0.00114452757407,-0.00342600932345,-0.0399233661592,0.000174698638148,0.999196887016,0.00255517917685,-0.00198002159595,0.0162352453917,-0.00206897640601,-0.00452425330877,0.00148524716496,-0.038245934993,10.4028940201,0.937025427818
1663498201591202974,0,0.0,0.0,-1.09866666794,0.000312216638122,-0.000309782219119,0.00119440001436,-0.00350018404424,-0.0400473587215,0.000162409196491,0.999191641808,0.00100906693842,-0.000568183779251,0.0161793362349,7.74160362198e-05,-0.0014308555983,-0.00175232347101,-0.0573689006269,10.3837709427,0.898779451847
1663498201611686944,0,0.0,0.0,-1.09866666794,0.000312216638122,-0.000309782219119,0.00119440001436,-0.00350018404424,-0.0400473587215,0.000162409196491,0.999191641808,0.00100906693842,-0.000568183779251,0.0161793362349,7.74160362198e-05,-0.0014308555983,-0.00175232347101,-0.038245934993,10.4028940201,0.91790241003
1663498201631629943,0,0.0,0.0,-1.09866666794,0.000312216638122,-0.000309782219119,0.00119440001436,-0.00350018404424,-0.0400473587215,0.000162409196491,0.999191641808,0.00100906693842,-0.000568183779251,0.0161793362349,7.74160362198e-05,-0.0014308555983,-0.00175232347101,-0.038245934993,10.4028940201,0.937025427818
1663498201652062892,0,0.0,0.0,-1.09866666794,0.00041776735452,-0.000320183811709,0.000961545796599,-0.00348912319168,-0.0399536080658,0.000193627594854,0.999195456505,0.00140893296339,-0.000276578037301,0.0127885872498,0.00215306528844,-0.00132238410879,0.00464531267062,-0.038245934993,10.4028940201,0.91790241003
1663498201671093940,0,0.0,0.0,-1.09866666794,0.00041776735452,-0.000320183811709,0.000961545796599,-0.00348912319168,-0.0399536080658,0.000193627594854,0.999195456505,0.00140893296339,-0.000276578037301,0.0127885872498,0.00215306528844,-0.00132238410879,0.00464531267062,-0.038245934993,10.3837709427,0.898779451847
1663498201690897941,0,0.0,0.0,-1.09866666794,0.000427703082096,-0.000317978177918,0.00133585406002,-0.00349041633308,-0.0399961397052,0.00019827131473,0.99919372797,0.00224601943046,-0.000184068179806,0.0186515189707,-5.22043446836e-05,-0.00136945757549,-0.00276905298233,-0.0573689006269,10.4028940201,0.898779451847
1663498201710505962,0,0.0,0.0,-1.09866666794,0.000427703082096,-0.000317978177918,0.00133585406002,-0.00349041633308,-0.0399961397052,0.00019827131473,0.99919372797,0.00224601943046,-0.000184068179806,0.0186515189707,-5.22043446836e-05,-0.00136945757549,-0.00276905298233,-0.038245934993,10.3837709427,0.91790241003
