%time,field.layout.data_offset,field.data0,field.data1,field.data2,field.data3,field.data4,field.data5,field.data6,field.data7,field.data8,field.data9,field.data10,field.data11,field.data12,field.data13,field.data14,field.data15,field.data16,field.data17,field.data18
1663499007451049089,0,0.0,0.0,-1.67999994755,0.000225758587476,-9.64779246715e-05,0.000720111187547,-0.00724053056911,-0.0408209711313,-6.93100664648e-05,0.999140262604,0.00102168472949,-0.000476803223137,0.0135992849246,0.00326398597099,-0.00134784914553,0.000265965238214,-0.133860781789,10.4602622986,0.937025427818
1663499007470740079,0,0.0,0.0,-1.67999994755,0.000225758587476,-9.64779246715e-05,0.000720111187547,-0.00724053056911,-0.0408209711313,-6.93100664648e-05,0.999140262604,0.00102168472949,-0.000476803223137,0.0135992849246,0.00326398597099,-0.00134784914553,0.000265965238214,-0.114737801254,10.4602622986,0.937025427818
1663499007490691900,0,0.0,0.0,-1.67999994755,0.000133991110488,-4.71921048302e-05,0.000883145723492,-0.00724968966097,-0.0408355593681,-5.08171287947e-05,0.999139606953,3.99272757932e-05,-0.000177264912054,0.0166095048189,-0.000895440636668,-0.00252685905434,-0.00187698041555,-0.114737801254,10.4602622986,0.91790241003
1663499007510716915,0,0.0,0.0,-1.67999994755,0.000133991110488,-4.71921048302e-05,0.000883145723492,-0.00724968966097,-0.0408355593681,-5.08171287947e-05,0.999139606953,3.99272757932e-05,-0.000177264912054,0.0166095048189,-0.000895440636668,-0.00252685905434,-0.00187698041555,-0.114737801254,10.4602622986,0.91790241003
1663499007531514883,0,0.0,0.0,-1.67999994755,0.000174900807906,-0.000127488136059,0.000610780960415,-0.00725366082042,-0.0408627092838,-8.66630070959e-05,0.999138474464,0.000518534623552,-0.00134096725378,0.0105522088706,-0.00308853783645,-0.000354651390808,-0.00299800047651,-0.114737801254,10.4602622986,0.937025427818
1663499007550723075,0,0.0,0.0,-1.67999994755,0.000181237264769,-0.000133636945975,0.000662686594296,-0.00725553371012,-0.0408607833087,-8.88405484147e-05,0.999138534069,0.00139487045817,-0.00136095285416,0.0114083569497,-0.0008786097751,-0.0023572773207,-0.00286868517287,-0.114737801254,10.4602622986,0.937025427818
1663499007571064949,0,0.0,0.0,-1.67999994755,0.000181237264769,-0.000133636945975,0.000662686594296,-0.00725553371012,-0.0408607833087,-8.88405484147e-05,0.999138534069,0.00139487045817,-0.00136095285416,0.0114083569497,-0.0008786097751,-0.0023572773207,-0.00286868517287,-0.133860781789,10.4602622986,0.937025427818
1663499007592370033,0,0.0,0.0,-1.67999994755,0.000207271368708,-6.03556109127e-05,0.000919037265703,-0.00729737291113,-0.0408098846674,-4.48929531558e-05,0.999140322208,0.00250442209654,-0.000744563178159,0.0167808011174,-0.000873480050359,-0.000231129146414,-0.00294503406622,-0.114737801254,10.4602622986,0.937025427818
1663499007611232042,0,0.0,0.0,-1.67999994755,0.000207271368708,-6.03556109127e-05,0.000919037265703,-0.00729737291113,-0.0408098846674,-4.48929531558e-05,0.999140322208,0.00250442209654,-0.000744563178159,0.0167808011174,-0.000873480050359,-0.000231129146414,-0.00294503406622,-0.133860781789,10.4602622986,0.91790241003
1663499007631496906,0,0.0,0.0,-1.67999994755,0.000175404027686,-5.56120940018e-05,0.000775597640313,-0.00730843283236,-0.0407746955752,-2.85703863483e-05,0.999141633511,0.00105938327033,-0.000796166714281,0.0141352294013,0.00118222215679,0.000807433389127,0.000364275678294,-0.133860781789,10.4602622986,0.937025427818
1663499007652806997,0,0.0,0.0,-1.67999994755,0.000175404027686,-5.56120940018e-05,0.000775597640313,-0.00730843283236,-0.0407746955752,-2.85703863483e-05,0.999141633511,0.00105938327033,-0.000796166714281,0.0141352294013,0.00118222215679,0.000807433389127,0.000364275678294,-0.133860781789,10.4602622986,0.937025427818
1663499007671803951,0,0.0,0.0,-1.67999994755,0.000218631903408,-7.60712646297e-05,0.000696045230143,-0.00730365375057,-0.0407487936318,-1.98100387934e-05,0.999142765999,0.0015774667263,-0.000697602401488,0.0119281215593,-0.000881250074599,-0.00126965320669,-0.000742789183278,-0.114737801254,10.4602622986,0.91790241003
1663499007691915035,0,0.0,0.0,-1.67999994755,0.000218631903408,-7.60712646297e-05,0.000696045230143,-0.00730365375057,-0.0407487936318,-1.98100387934e-05,0.999142765999,0.0015774667263,-0.000697602401488,0.0119281215593,-0.000881250074599,-0.00126965320669,-0.000742789183278,-0.133860781789,10.4411401749,0.937025427818
1663499007710669994,0,0.0,0.0,-1.67999994755,0.000218631903408,-7.60712646297e-05,0.000696045230143,-0.00730365375057,-0.0407487936318,-1.98100387934e-05,0.999142765999,0.0015774667263,-0.000697602401488,0.0119281215593,-0.000881250074599,-0.00126965320669,-0.000742789183278,-0.114737801254,10.4602622986,0.937025427818
1663499007730607032,0,0.0,0.0,-1.67999994755,0.000170464190887,-4.79856935272e-05,0.00105773168616,-0.00732277845964,-0.0407798029482,1.57682552526e-05,0.999141335487,0.00123018701561,-0.000434170971857,0.0180572587997,0.00120716926176,0.000814031867776,0.00138935435098,-0.133860781789,10.4602622986,0.937025427818
1663499007750797986,0,0.0,0.0,-1.67999994755,0.000170464190887,-4.79856935272e-05,0.00105773168616,-0.00732277845964,-0.0407798029482,1.57682552526e-05,0.999141335487,0.00123018701561,-0.000434170971857,0.0180572587997,0.00120716926176,0.000814031867776,0.00138935435098,-0.114737801254,10.4602622986,0.937025427818
1663499007770497083,0,0.0,0.0,-1.67999994755,0.000221170615987,-9.63202619459e-05,0.000893539981917,-0.00733302114531,-0.0407499410212,2.22751077672e-05,0.999142467976,0.00102452596184,-0.00125176564325,0.0161654483527,-0.000897462537978,0.000908163667191,0.0024317544885,-0.133860781789,10.4602622986,0.91790241003
1663499007790980100,0,0.0,0.0,-1.67999994755,0.000221170615987,-9.63202619459e-05,0.000893539981917,-0.00733302114531,-0.0407499410212,2.22751077672e-05,0.999142467976,0.00102452596184,-0.00125176564325,0.0161654483527,-0.000897462537978,0.000908163667191,0.0024317544885,-0.133860781789,10.4411401749,0.937025427818
1663499007811103105,0,0.0,0.0,-1.67999994755,0.00011005232227,-0.000110281660454,0.000935817952268,-0.00736024742946,-0.0407459028065,5.36947254659e-06,0.999142467976,-0.000933873176109,-0.00142015062738,0.0165735781193,0.000136475544423,0.000888247101102,0.000282100896584,-0.114737801254,10.4602622986,0.91790241003
1663499007830813884,0,0.0,0.0,-1.67999994755,0.00011005232227,-0.000110281660454,0.000935817952268,-0.00736024742946,-0.0407459028065,5.36947254659e-06,0.999142467976,-0.000933873176109,-0.00142015062738,0.0165735781193,0.000136475544423,0.000888247101102,0.000282100896584,-0.114737801254,10.4602622986,0.91790241003
1663499007850908994,0,0.0,0.0,-1.67999994755,0.000156665861141,-8.01874830358e-06,0.00106365175452,-0.00736615434289,-0.0407254844904,-2.9320081012e-05,0.999143242836,-0.000553173362277,8.58249186422e-05,0.0197281911969,-0.000891409465112,-0.00217244983651,0.000358873076038,-0.114737801254,10.479385376,0.91790241003
1663499007870471000,0,0.0,0.0,-1.67999994755,0.000270996446488,-0.000104077349533,0.000840841035824,-0.00733318738639,-0.0407001636922,-1.94950334844e-05,0.999144494534,0.00359389721416,-0.00112570065539,0.015087408945,0.00231806468219,0.00208806619048,0.00459318980575,-0.133860781789,10.4602622986,0.91790241003
1663499007890610933,0,0.0,0.0,-1.67999994755,0.000270996446488,-0.000104077349533,0.000840841035824,-0.00733318738639,-0.0407001636922,-1.94950334844e-05,0.999144494534,0.00359389721416,-0.00112570065539,0.015087408945,0.00231806468219,0.00208806619048,0.00459318980575,-0.114737801254,10.4602622986,0.937025427818
1663499007910598039,0,0.0,0.0,-1.67999994755,0.000160527677508,-2.96081452689e-05,0.000825796159916,-0.00736088259146,-0.0407130047679,1.14036984087e-05,0.999143779278,7.94312290964e-05,-7.42530974094e-05,0.0147625803947,0.00124767702073,0.000947781838477,-0.000712826906238,-0.114737801254,10.4602622986,0.937025427818
1663499007930608987,0,0.0,0.0,-1.67999994755,0.000160527677508,-2.96081452689e-05,0.000825796159916,-0.00736088259146,-0.0407130047679,1.14036984087e-05,0.999143779278,7.94312290964e-05,-7.42530974094e-05,0.0147625803947,0.00124767702073,0.000947781838477,-0.000712826906238,-0.133860781789,10.4602622986,0.937025427818
1663499007951745033,0,0.0,0.0,-1.67999994755,0.000240456705797,-0.000112009896839,0.0010016761953,-0.00735001452267,-0.0406972691417,2.11559927266e-05,0.999144494534,0.00355523545295,-0.00141777854878,0.0172514840961,0.00124170223717,0.00420836405829,0.0014189472422,-0.133860781789,10.4411401749,0.956148326397
1663499007970513105,0,0.0,0.0,-1.67999994755,0.000240456705797,-0.000112009896839,0.0010016761953,-0.00735001452267,-0.0406972691417,2.11559927266e-05,0.999144494534,0.00355523545295,-0.00141777854878,0.0172514840961,0.00124170223717,0.00420836405829,0.0014189472422,-0.133860781789,10.4411401749,0.91790241003
1663499007990616083,0,0.0,0.0,-1.67999994755,0.000240456705797,-0.000112009896839,0.0010016761953,-0.00735001452267,-0.0406972691417,2.11559927266e-05,0.999144494534,0.00355523545295,-0.00141777854878,0.0172514840961,0.00124170223717,0.00420836405829,0.0014189472422,-0.133860781789,10.4602622986,0.937025427818
